aikaleima_utc,mitattu_FI_SE1_MW,mitattu_FI_SE3_MW
2025-11-01T00:00:00.000Z,-1136.27,-1150.42
2025-11-01T00:15:00.000Z,-1106.53,-1158.67
2025-11-01T00:30:00.000Z,-1144.07,-1157.4
2025-11-01T00:45:00.000Z,-1162.82,-1143.72
2025-11-01T01:00:00.000Z,-1140.35,-1146.39
2025-11-01T01:15:00.000Z,-1118.26,-1149.77
2025-11-01T01:30:00.000Z,-1150.41,-1138.19
2025-11-01T01:45:00.000Z,-1158.2,-1139.9
2025-11-01T02:00:00.000Z,-1093.3,-1141.91
2025-11-01T02:15:00.000Z,-1038.04,-1146.43
2025-11-01T02:30:00.000Z,-1108.12,-1160.02
2025-11-01T02:45:00.000Z,-1134.41,-1161.74
2025-11-01T03:00:00.000Z,-1115.25,-1175.62
2025-11-01T03:15:00.000Z,-1091.64,-1164.56
2025-11-01T03:30:00.000Z,-1116,-1162.68
2025-11-01T03:45:00.000Z,-1046.16,-1153.75
2025-11-01T04:00:00.000Z,-1151.33,-1146.9
2025-11-01T04:15:00.000Z,-1176.45,-1151.29
2025-11-01T04:30:00.000Z,-1145.17,-1184.01
2025-11-01T04:45:00.000Z,-1080.56,-1194.15
2025-11-01T05:00:00.000Z,-1080.48,-1193.75
2025-11-01T05:15:00.000Z,-1053.6,-1181.97
2025-11-01T05:30:00.000Z,-1072.73,-1152.36
2025-11-01T05:45:00.000Z,-1062.65,-1127.74
2025-11-01T06:00:00.000Z,-1056.59,-1157.99
2025-11-01T06:15:00.000Z,-1035.07,-1159.34
2025-11-01T06:30:00.000Z,-1082.21,-1130.19
2025-11-01T06:45:00.000Z,-1143.71,-1158.5
2025-11-01T07:00:00.000Z,-1085.22,-1165.61
2025-11-01T07:15:00.000Z,-1150.42,-1172.55
2025-11-01T07:30:00.000Z,-1103.95,-1190.81
2025-11-01T07:45:00.000Z,-1127.77,-1192.44
2025-11-01T08:00:00.000Z,-1135.06,-1169.31
2025-11-01T08:15:00.000Z,-1187.3,-1185.22
2025-11-01T08:30:00.000Z,-1156.84,-1194.34
2025-11-01T08:45:00.000Z,-1134.57,-1194.4
2025-11-01T09:00:00.000Z,-1110.58,-1194.43
2025-11-01T09:15:00.000Z,-1037.13,-1194.31
2025-11-01T09:30:00.000Z,-1076.19,-1194.3
2025-11-01T09:45:00.000Z,-1202.42,-1193.17
2025-11-01T10:00:00.000Z,-1233.72,-1189.5
2025-11-01T10:15:00.000Z,-1206.43,-1194.13
2025-11-01T10:30:00.000Z,-1091.77,-1194.1
2025-11-01T10:45:00.000Z,-1023.56,-1194.25
2025-11-01T11:00:00.000Z,-1077.54,-1194.16
2025-11-01T11:15:00.000Z,-1133.41,-1194
2025-11-01T11:30:00.000Z,-1097.7,-1194
2025-11-01T11:45:00.000Z,-1129.09,-1192.89
2025-11-01T12:00:00.000Z,-1061.36,-1176.79
2025-11-01T12:15:00.000Z,-1077.71,-1181.59
2025-11-01T12:30:00.000Z,-1130.26,-1168.26
2025-11-01T12:45:00.000Z,-1249.46,-1172.33
2025-11-01T13:00:00.000Z,-1119.51,-1192.49
2025-11-01T13:15:00.000Z,-1089.35,-1194.15
2025-11-01T13:30:00.000Z,-1146.61,-1194.15
2025-11-01T13:45:00.000Z,-1217.77,-1194.21
2025-11-01T14:00:00.000Z,-1052.29,-1193.69
2025-11-01T14:15:00.000Z,-1044.85,-1193.7
2025-11-01T14:30:00.000Z,-1216.67,-1193.58
2025-11-01T14:45:00.000Z,-1234.21,-1193.72
2025-11-01T15:00:00.000Z,-1121.89,-1194.26
2025-11-01T15:15:00.000Z,-1105.24,-1193.85
2025-11-01T15:30:00.000Z,-1156.18,-1193.7
2025-11-01T15:45:00.000Z,-1120.87,-1193.7
2025-11-01T16:00:00.000Z,-1101.32,-1193.74
2025-11-01T16:15:00.000Z,-1197.29,-1193.82
2025-11-01T16:30:00.000Z,-1209.64,-1193.84
2025-11-01T16:45:00.000Z,-1026.81,-1193.85
2025-11-01T17:00:00.000Z,-1108.65,-1194.1
2025-11-01T17:15:00.000Z,-1215.55,-1194.02
2025-11-01T17:30:00.000Z,-1078.62,-1193.97
2025-11-01T17:45:00.000Z,-1091.47,-1192.39
2025-11-01T18:00:00.000Z,-1252.56,-1186.16
2025-11-01T18:15:00.000Z,-1249.8,-1194.14
2025-11-01T18:30:00.000Z,-1129.43,-1193.84
2025-11-01T18:45:00.000Z,-980.98,-1194.15
2025-11-01T19:00:00.000Z,-1145.36,-1190.91
2025-11-01T19:15:00.000Z,-1110.57,-1153.23
2025-11-01T19:30:00.000Z,-1133.34,-1164.29
2025-11-01T19:45:00.000Z,-1203.91,-1092.58
2025-11-01T20:00:00.000Z,-1241.46,-1113.19
2025-11-01T20:15:00.000Z,-1167.54,-1110.17
2025-11-01T20:30:00.000Z,-997.21,-1111.52
2025-11-01T20:45:00.000Z,-1109.33,-1002.76
2025-11-01T21:00:00.000Z,-1178.68,-934.65
2025-11-01T21:15:00.000Z,-1078.95,-792.76
2025-11-01T21:30:00.000Z,-918.44,-683.87
2025-11-01T21:45:00.000Z,-860.1,-578.54
2025-11-01T22:00:00.000Z,-1172.02,-435.05
2025-11-01T22:15:00.000Z,-1267.92,-395.17
2025-11-01T22:30:00.000Z,-985.1,-273.97
2025-11-01T22:45:00.000Z,-1043.4,-153.6
2025-11-01T23:00:00.000Z,-1029.07,98.53
2025-11-01T23:15:00.000Z,-1083.75,218.98
2025-11-01T23:30:00.000Z,-987.4,396.94
2025-11-01T23:45:00.000Z,-940.05,515.08
2025-11-02T00:00:00.000Z,-1040.53,687.67
2025-11-02T00:15:00.000Z,-1137.26,774.91
2025-11-02T00:30:00.000Z,-1093.81,805.24
2025-11-02T00:45:00.000Z,-1036.28,856.81
2025-11-02T01:00:00.000Z,-1112.7,955.66
2025-11-02T01:15:00.000Z,-1057.17,1005.52
2025-11-02T01:30:00.000Z,-1044.97,1061.38
2025-11-02T01:45:00.000Z,-1124.15,1083.05
2025-11-02T02:00:00.000Z,-916.66,994.17
2025-11-02T02:15:00.000Z,-1040.91,1059.75
2025-11-02T02:30:00.000Z,-976.58,1113.36
2025-11-02T02:45:00.000Z,-1081.22,1121.19
2025-11-02T03:00:00.000Z,-1042.15,1196.4
2025-11-02T03:15:00.000Z,-919.48,1196.4
2025-11-02T03:30:00.000Z,-931.24,1196.15
2025-11-02T03:45:00.000Z,-865.64,1196
2025-11-02T04:00:00.000Z,-894.3,1196
2025-11-02T04:15:00.000Z,-931.53,1196.18
2025-11-02T04:30:00.000Z,-915.52,1196.52
2025-11-02T04:45:00.000Z,-909.58,1196.32
2025-11-02T05:00:00.000Z,-877.27,1196.46
2025-11-02T05:15:00.000Z,-896.35,1196.26
2025-11-02T05:30:00.000Z,-800.09,1196.17
2025-11-02T05:45:00.000Z,-650.98,1195.9
2025-11-02T06:00:00.000Z,-624.53,1196.53
2025-11-02T06:15:00.000Z,-602.04,1196.24
2025-11-02T06:30:00.000Z,-473.53,1196.5
2025-11-02T06:45:00.000Z,-554.31,1196.55
2025-11-02T07:00:00.000Z,-458.58,1196.6
2025-11-02T07:15:00.000Z,-320.14,1196.39
2025-11-02T07:30:00.000Z,-301.39,1196.47
2025-11-02T07:45:00.000Z,-271.7,1196.5
2025-11-02T08:00:00.000Z,-345.63,1196.5
2025-11-02T08:15:00.000Z,-323,1196.5
2025-11-02T08:30:00.000Z,-401.98,1196.5
2025-11-02T08:45:00.000Z,-388.63,1196.5
2025-11-02T09:00:00.000Z,-336.06,1196.33
2025-11-02T09:15:00.000Z,-335.78,1196.3
2025-11-02T09:30:00.000Z,-446.82,1196.27
2025-11-02T09:45:00.000Z,-482.43,1192.82
2025-11-02T10:00:00.000Z,-497.03,1152.28
2025-11-02T10:15:00.000Z,-402.16,1189.21
2025-11-02T10:30:00.000Z,-429.21,1196.31
2025-11-02T10:45:00.000Z,-370.61,1194.11
2025-11-02T11:00:00.000Z,-482.88,1165.93
2025-11-02T11:15:00.000Z,-531.62,1188.32
2025-11-02T11:30:00.000Z,-592.43,1195.9
2025-11-02T11:45:00.000Z,-576.92,1196.09
2025-11-02T12:00:00.000Z,-649.87,1196.17
2025-11-02T12:15:00.000Z,-622.13,1171.96
2025-11-02T12:30:00.000Z,-546.71,1085.07
2025-11-02T12:45:00.000Z,-539.03,992.49
2025-11-02T13:00:00.000Z,-244.61,598.33
2025-11-02T13:15:00.000Z,-142.28,365.47
2025-11-02T13:30:00.000Z,-19.99,209.3
2025-11-02T13:45:00.000Z,-32.6,117.61
2025-11-02T14:00:00.000Z,129.31,-175.25
2025-11-02T14:15:00.000Z,107.61,-286.81
2025-11-02T14:30:00.000Z,31.55,-383.81
2025-11-02T14:45:00.000Z,-80.28,-355.67
2025-11-02T15:00:00.000Z,-303.49,-179.74
2025-11-02T15:15:00.000Z,-502.87,-67.97
2025-11-02T15:30:00.000Z,-595.62,37.97
2025-11-02T15:45:00.000Z,-627.87,94.01
2025-11-02T16:00:00.000Z,-856.87,173.76
2025-11-02T16:15:00.000Z,-1028.43,221.04
2025-11-02T16:30:00.000Z,-993.81,231.69
2025-11-02T16:45:00.000Z,-1033.78,194.66
2025-11-02T17:00:00.000Z,-1125.86,159.92
2025-11-02T17:15:00.000Z,-1020.9,90.45
2025-11-02T17:30:00.000Z,-1041.38,44.85
2025-11-02T17:45:00.000Z,-1097.27,64.41
2025-11-02T18:00:00.000Z,-1174.81,-68.28
2025-11-02T18:15:00.000Z,-1215.82,-167.08
2025-11-02T18:30:00.000Z,-1162.77,-192.87
2025-11-02T18:45:00.000Z,-1042.39,-340.08
2025-11-02T19:00:00.000Z,-975.67,-348.45
2025-11-02T19:15:00.000Z,-840.35,-449.85
2025-11-02T19:30:00.000Z,-956.46,-531.88
2025-11-02T19:45:00.000Z,-885.18,-514.31
2025-11-02T20:00:00.000Z,-1077.4,-421.04
2025-11-02T20:15:00.000Z,-1115.58,-405.83
2025-11-02T20:30:00.000Z,-1197.24,-370.4
2025-11-02T20:45:00.000Z,-1104.61,-375.91
2025-11-02T21:00:00.000Z,-1192.21,-359.44
2025-11-02T21:15:00.000Z,-1181,-347.35
2025-11-02T21:30:00.000Z,-966.45,-358.96
2025-11-02T21:45:00.000Z,-868.97,-344.38
2025-11-02T22:00:00.000Z,-1091.03,-156.49
2025-11-02T22:15:00.000Z,-1228.36,-79.51
2025-11-02T22:30:00.000Z,-1258.28,-74.6
2025-11-02T22:45:00.000Z,-988.8,-136.23
2025-11-02T23:00:00.000Z,-1071.62,-153.6
2025-11-02T23:15:00.000Z,-1075.54,-321.99
2025-11-02T23:30:00.000Z,-1102.4,-286.36
2025-11-02T23:45:00.000Z,-1142.2,-234.58
2025-11-03T00:00:00.000Z,-951.28,-180.84
2025-11-03T00:15:00.000Z,-1038.04,-86.26
2025-11-03T00:30:00.000Z,-1145.05,-10.18
2025-11-03T00:45:00.000Z,-1129.53,16.2
2025-11-03T01:00:00.000Z,-1124.1,-10.52
2025-11-03T01:15:00.000Z,-1147.37,-20
2025-11-03T01:30:00.000Z,-1185.31,-63.19
2025-11-03T01:45:00.000Z,-1187.63,-84.34
2025-11-03T02:00:00.000Z,-946.95,-303.63
2025-11-03T02:15:00.000Z,-959.02,-347.07
2025-11-03T02:30:00.000Z,-1135.29,-252.76
2025-11-03T02:45:00.000Z,-1096.37,-257.33
2025-11-03T03:00:00.000Z,-1118.81,-197.13
2025-11-03T03:15:00.000Z,-1159.38,-253.72
2025-11-03T03:30:00.000Z,-1182.51,-368.19
2025-11-03T03:45:00.000Z,-1180.08,-408.78
2025-11-03T04:00:00.000Z,-1108.13,-534.46
2025-11-03T04:15:00.000Z,-1165.62,-674.16
2025-11-03T04:30:00.000Z,-1262.64,-831.73
2025-11-03T04:45:00.000Z,-1234.38,-893.69
2025-11-03T05:00:00.000Z,-1066.92,-807.44
2025-11-03T05:15:00.000Z,-1114.64,-700.28
2025-11-03T05:30:00.000Z,-1179.15,-591.29
2025-11-03T05:45:00.000Z,-1037.06,-538.59
2025-11-03T06:00:00.000Z,-849.84,-401.96
2025-11-03T06:15:00.000Z,-785.18,-357.56
2025-11-03T06:30:00.000Z,-1026.18,-298.89
2025-11-03T06:45:00.000Z,-1251.05,-326.09
2025-11-03T07:00:00.000Z,-979.53,-418.99
2025-11-03T07:15:00.000Z,-993.08,-482.34
2025-11-03T07:30:00.000Z,-886.21,-536.13
2025-11-03T07:45:00.000Z,-826.12,-643.03
2025-11-03T08:00:00.000Z,-998.01,-501.23
2025-11-03T08:15:00.000Z,-904.6,-560.07
2025-11-03T08:30:00.000Z,-914.89,-666.24
2025-11-03T08:45:00.000Z,-1070.26,-726.05
2025-11-03T09:00:00.000Z,-1300.24,-721.95
2025-11-03T09:15:00.000Z,-1125.96,-795.12
2025-11-03T09:30:00.000Z,-1016.35,-836.28
2025-11-03T09:45:00.000Z,-1072.76,-864.14
2025-11-03T10:00:00.000Z,-1183,-889.2
2025-11-03T10:15:00.000Z,-1164.36,-898.5
2025-11-03T10:30:00.000Z,-1211.23,-911.43
2025-11-03T10:45:00.000Z,-1312.76,-936.5
2025-11-03T11:00:00.000Z,-1108.87,-1054.25
2025-11-03T11:15:00.000Z,-1040.34,-1064.37
2025-11-03T11:30:00.000Z,-886.47,-1055.75
2025-11-03T11:45:00.000Z,-915.98,-1036.66
2025-11-03T12:00:00.000Z,-1014.31,-1012.01
2025-11-03T12:15:00.000Z,-913.73,-983
2025-11-03T12:30:00.000Z,-1060.19,-936.99
2025-11-03T12:45:00.000Z,-951.34,-916.14
2025-11-03T13:00:00.000Z,-1029.97,-849.53
2025-11-03T13:15:00.000Z,-1050.06,-799.14
2025-11-03T13:30:00.000Z,-1050.04,-707.97
2025-11-03T13:45:00.000Z,-1147.74,-635.77
2025-11-03T14:00:00.000Z,-960.92,-600.81
2025-11-03T14:15:00.000Z,-932.86,-521.84
2025-11-03T14:30:00.000Z,-972.33,-494.07
2025-11-03T14:45:00.000Z,-981.67,-488.92
2025-11-03T15:00:00.000Z,-943.36,-510.34
2025-11-03T15:15:00.000Z,-872.97,-496.42
2025-11-03T15:30:00.000Z,-840.83,-477.24
2025-11-03T15:45:00.000Z,-816.56,-450.13
2025-11-03T16:00:00.000Z,-938.61,-200.14
2025-11-03T16:15:00.000Z,-925.8,-172.35
2025-11-03T16:30:00.000Z,-976.34,-185.43
2025-11-03T16:45:00.000Z,-999.17,-209.12
2025-11-03T17:00:00.000Z,-1050.68,-214.58
2025-11-03T17:15:00.000Z,-1200.72,-211.74
2025-11-03T17:30:00.000Z,-1171.27,-279.98
2025-11-03T17:45:00.000Z,-1038.44,-280.93
2025-11-03T18:00:00.000Z,-1111.3,-224.86
2025-11-03T18:15:00.000Z,-1119.77,-246.15
2025-11-03T18:30:00.000Z,-1080.11,-203.1
2025-11-03T18:45:00.000Z,-1051.85,-155.37
2025-11-03T19:00:00.000Z,-911.82,-17
2025-11-03T19:15:00.000Z,-880.15,130.22
2025-11-03T19:30:00.000Z,-878.45,171.04
2025-11-03T19:45:00.000Z,-791.12,245.22
2025-11-03T20:00:00.000Z,-983.64,208.72
2025-11-03T20:15:00.000Z,-1152.31,189.37
2025-11-03T20:30:00.000Z,-993.13,157.06
2025-11-03T20:45:00.000Z,-1209.74,136.68
2025-11-03T21:00:00.000Z,-1029.4,129.97
2025-11-03T21:15:00.000Z,-912.52,96.42
2025-11-03T21:30:00.000Z,-954.23,113.37
2025-11-03T21:45:00.000Z,-821.58,172.13
2025-11-03T22:00:00.000Z,-972.85,164.82
2025-11-03T22:15:00.000Z,-1023.5,121.17
2025-11-03T22:30:00.000Z,-1039.57,125.33
2025-11-03T22:45:00.000Z,-997.94,-92.75
2025-11-03T23:00:00.000Z,-568.54,-544.87
2025-11-03T23:15:00.000Z,-247.7,-1102.67
2025-11-03T23:30:00.000Z,-165.69,-1189.31
2025-11-03T23:45:00.000Z,-143.38,-1194.16
2025-11-04T00:00:00.000Z,-94.76,-1193.62
2025-11-04T00:15:00.000Z,-11.35,-1180.16
2025-11-04T00:30:00.000Z,65,-1117.31
2025-11-04T00:45:00.000Z,-80.56,-1120.32
2025-11-04T01:00:00.000Z,-5.2,-1176.2
2025-11-04T01:15:00.000Z,95.91,-1187.61
2025-11-04T01:30:00.000Z,91.02,-1129.31
2025-11-04T01:45:00.000Z,81.67,-1154.21
2025-11-04T02:00:00.000Z,138.99,-1097.53
2025-11-04T02:15:00.000Z,3.62,-1094.82
2025-11-04T02:30:00.000Z,27.14,-1069.64
2025-11-04T02:45:00.000Z,137.33,-1084.29
2025-11-04T03:00:00.000Z,164.19,-1167.77
2025-11-04T03:15:00.000Z,121.03,-1180.77
2025-11-04T03:30:00.000Z,65.37,-1146.9
2025-11-04T03:45:00.000Z,-30.41,-1142.1
2025-11-04T04:00:00.000Z,-126.42,-1161.33
2025-11-04T04:15:00.000Z,-265.82,-1168.42
2025-11-04T04:30:00.000Z,-371.93,-1129.9
2025-11-04T04:45:00.000Z,-370.65,-1143.33
2025-11-04T05:00:00.000Z,-290.61,-1187.09
2025-11-04T05:15:00.000Z,-240.09,-1182.04
2025-11-04T05:30:00.000Z,-323.86,-985.73
2025-11-04T05:45:00.000Z,-916.49,-421.96
2025-11-04T06:00:00.000Z,-1183.88,137.8
2025-11-04T06:15:00.000Z,-1377.25,244.18
2025-11-04T06:30:00.000Z,-1306.44,276.9
2025-11-04T06:45:00.000Z,-1029.53,146.9
2025-11-04T07:00:00.000Z,-1151.66,-61.95
2025-11-04T07:15:00.000Z,-1242.09,-87.6
2025-11-04T07:30:00.000Z,-1144.88,-118.37
2025-11-04T07:45:00.000Z,-1154.12,-126.58
2025-11-04T08:00:00.000Z,-398.09,-571.61
2025-11-04T08:15:00.000Z,-421.61,-646.05
2025-11-04T08:30:00.000Z,-577.9,-711.92
2025-11-04T08:45:00.000Z,-788.89,-503.38
2025-11-04T09:00:00.000Z,-52.47,-964.51
2025-11-04T09:15:00.000Z,-42.68,-1029.36
2025-11-04T09:30:00.000Z,-227.59,-967.02
2025-11-04T09:45:00.000Z,4.75,-983.14
2025-11-04T10:00:00.000Z,19.57,-1004.86
2025-11-04T10:15:00.000Z,79.72,-989.09
2025-11-04T10:30:00.000Z,292.36,-1071.87
2025-11-04T10:45:00.000Z,338.7,-1110.97
2025-11-04T11:00:00.000Z,362.5,-1093.88
2025-11-04T11:15:00.000Z,554.75,-1115.44
2025-11-04T11:30:00.000Z,545.39,-1138.25
2025-11-04T11:45:00.000Z,599.97,-1102.99
2025-11-04T12:00:00.000Z,639.73,-1107.74
2025-11-04T12:15:00.000Z,607.37,-1031.06
2025-11-04T12:30:00.000Z,633.49,-1035.17
2025-11-04T12:45:00.000Z,635.94,-958.31
2025-11-04T13:00:00.000Z,166.53,-436.82
2025-11-04T13:15:00.000Z,214.55,-292.73
2025-11-04T13:30:00.000Z,51.7,-213.35
2025-11-04T13:45:00.000Z,37.3,-178.28
2025-11-04T14:00:00.000Z,727.47,-660.95
2025-11-04T14:15:00.000Z,696.76,-595.2
2025-11-04T14:30:00.000Z,389.03,-323.16
2025-11-04T14:45:00.000Z,441.09,-215.26
2025-11-04T15:00:00.000Z,575.03,-101.77
2025-11-04T15:15:00.000Z,446.88,139.27
2025-11-04T15:30:00.000Z,405.52,238.39
2025-11-04T15:45:00.000Z,179.23,606.65
2025-11-04T16:00:00.000Z,-181.07,1106.72
2025-11-04T16:15:00.000Z,-235.92,1197.47
2025-11-04T16:30:00.000Z,-376.39,1197.23
2025-11-04T16:45:00.000Z,-359.45,1196.77
2025-11-04T17:00:00.000Z,-719.03,1188.08
2025-11-04T17:15:00.000Z,-811.6,1195.47
2025-11-04T17:30:00.000Z,-866.56,1181.54
2025-11-04T17:45:00.000Z,-905.13,1085.75
2025-11-04T18:00:00.000Z,-1080.84,1049.51
2025-11-04T18:15:00.000Z,-1189.69,1098.66
2025-11-04T18:30:00.000Z,-1195.44,1028.5
2025-11-04T18:45:00.000Z,-1051.39,809.23
2025-11-04T19:00:00.000Z,-600.24,364.73
2025-11-04T19:15:00.000Z,78.78,-286.91
2025-11-04T19:30:00.000Z,526.8,-814.54
2025-11-04T19:45:00.000Z,881.91,-1094.29
2025-11-04T20:00:00.000Z,763.2,-938.01
2025-11-04T20:15:00.000Z,871.86,-1115.72
2025-11-04T20:30:00.000Z,725.41,-1179.59
2025-11-04T20:45:00.000Z,571.19,-1132.51
2025-11-04T21:00:00.000Z,648.64,-1154.19
2025-11-04T21:15:00.000Z,503.83,-1126.21
2025-11-04T21:30:00.000Z,368.62,-1185.68
2025-11-04T21:45:00.000Z,440.62,-1193.45
2025-11-04T22:00:00.000Z,632.65,-1193.31
2025-11-04T22:15:00.000Z,565.82,-1193.69
2025-11-04T22:30:00.000Z,268.56,-1193.45
2025-11-04T22:45:00.000Z,316.13,-1193.09
2025-11-04T23:00:00.000Z,175.73,-1192.53
2025-11-04T23:15:00.000Z,-127.56,-1192.77
2025-11-04T23:30:00.000Z,127.09,-1192.79
2025-11-04T23:45:00.000Z,189.55,-1192.18
2025-11-05T00:00:00.000Z,307.56,-1189.19
2025-11-05T00:15:00.000Z,209.32,-1188.15
2025-11-05T00:30:00.000Z,-13.9,-1163.17
2025-11-05T00:45:00.000Z,-23.94,-1158.92
2025-11-05T01:00:00.000Z,-43.78,-1187.91
2025-11-05T01:15:00.000Z,-48.16,-1192.03
2025-11-05T01:30:00.000Z,23.08,-1192.27
2025-11-05T01:45:00.000Z,83.67,-1189.84
2025-11-05T02:00:00.000Z,335.05,-1175.65
2025-11-05T02:15:00.000Z,363.61,-1187.49
2025-11-05T02:30:00.000Z,390.64,-1159.04
2025-11-05T02:45:00.000Z,213.05,-1169.07
2025-11-05T03:00:00.000Z,250.92,-1137.07
2025-11-05T03:15:00.000Z,395.82,-1163.53
2025-11-05T03:30:00.000Z,421.88,-1190.47
2025-11-05T03:45:00.000Z,486.51,-1193.66
2025-11-05T04:00:00.000Z,170.48,-1191.24
2025-11-05T04:15:00.000Z,0.38,-1185.95
2025-11-05T04:30:00.000Z,-63.39,-1170.2
2025-11-05T04:45:00.000Z,-161.39,-1168.68
2025-11-05T05:00:00.000Z,-204.81,-1149.32
2025-11-05T05:15:00.000Z,-530.49,-751.75
2025-11-05T05:30:00.000Z,-1076.33,-220.69
2025-11-05T05:45:00.000Z,-1141.41,202.74
2025-11-05T06:00:00.000Z,-821.26,273.81
2025-11-05T06:15:00.000Z,-1123.99,441.68
2025-11-05T06:30:00.000Z,-1255.21,440.45
2025-11-05T06:45:00.000Z,-1324.89,372.84
2025-11-05T07:00:00.000Z,-1273.43,120.67
2025-11-05T07:15:00.000Z,-1200.81,89.02
2025-11-05T07:30:00.000Z,-1138.22,75.57
2025-11-05T07:45:00.000Z,-990.85,38.48
2025-11-05T08:00:00.000Z,-1157.36,245.75
2025-11-05T08:15:00.000Z,-1160.91,206.54
2025-11-05T08:30:00.000Z,-1180.41,197.42
2025-11-05T08:45:00.000Z,-1175.4,180.14
2025-11-05T09:00:00.000Z,-1214.56,150.86
2025-11-05T09:15:00.000Z,-1196.51,160.53
2025-11-05T09:30:00.000Z,-1002.01,170.33
2025-11-05T09:45:00.000Z,-889.37,221.68
2025-11-05T10:00:00.000Z,-1019.8,388.16
2025-11-05T10:15:00.000Z,-1111.24,527.05
2025-11-05T10:30:00.000Z,-1227.4,568
2025-11-05T10:45:00.000Z,-1094.19,550.66
2025-11-05T11:00:00.000Z,-1119.2,436.23
2025-11-05T11:15:00.000Z,-1071.31,455.8
2025-11-05T11:30:00.000Z,-972.46,452.87
2025-11-05T11:45:00.000Z,-1101.88,477.09
2025-11-05T12:00:00.000Z,-1179.95,492.88
2025-11-05T12:15:00.000Z,-1216.61,526.8
2025-11-05T12:30:00.000Z,-1061.39,489.32
2025-11-05T12:45:00.000Z,-975.56,509.57
2025-11-05T13:00:00.000Z,-1044.13,595.44
2025-11-05T13:15:00.000Z,-1096.17,710.4
2025-11-05T13:30:00.000Z,-1043.75,781.22
2025-11-05T13:45:00.000Z,-978.81,788.81
2025-11-05T14:00:00.000Z,-1038.69,793.79
2025-11-05T14:15:00.000Z,-1227.83,794.06
2025-11-05T14:30:00.000Z,-1262.12,790.62
2025-11-05T14:45:00.000Z,-1309.6,805.32
2025-11-05T15:00:00.000Z,-1212.35,748.37
2025-11-05T15:15:00.000Z,-1027.58,784.26
2025-11-05T15:30:00.000Z,-1080.61,853.6
2025-11-05T15:45:00.000Z,-1162.92,973.44
2025-11-05T16:00:00.000Z,-1206.56,1018.62
2025-11-05T16:15:00.000Z,-1105.38,947.22
2025-11-05T16:30:00.000Z,-1037.53,943.92
2025-11-05T16:45:00.000Z,-1185.39,886.61
2025-11-05T17:00:00.000Z,-1340.25,958.47
2025-11-05T17:15:00.000Z,-1137.31,851
2025-11-05T17:30:00.000Z,-1047.21,801.07
2025-11-05T17:45:00.000Z,-1046.26,823.04
2025-11-05T18:00:00.000Z,-1043.56,887.38
2025-11-05T18:15:00.000Z,-973.8,906.03
2025-11-05T18:30:00.000Z,-1054.87,972.76
2025-11-05T18:45:00.000Z,-1137.81,1058.79
2025-11-05T19:00:00.000Z,-1090.49,1046.69
2025-11-05T19:15:00.000Z,-1065.61,1058.67
2025-11-05T19:30:00.000Z,-846.73,1035.68
2025-11-05T19:45:00.000Z,-846.98,1052.43
2025-11-05T20:00:00.000Z,-1007.25,992.53
2025-11-05T20:15:00.000Z,-1062.83,920.51
2025-11-05T20:30:00.000Z,-927.91,899.04
2025-11-05T20:45:00.000Z,-868.09,893.41
2025-11-05T21:00:00.000Z,-892.95,908.04
2025-11-05T21:15:00.000Z,-916.69,943.22
2025-11-05T21:30:00.000Z,-1048.52,1012.13
2025-11-05T21:45:00.000Z,-1193.37,1046.85
2025-11-05T22:00:00.000Z,-1122.26,936.57
2025-11-05T22:15:00.000Z,-1087.16,998.36
2025-11-05T22:30:00.000Z,-954.51,928.06
2025-11-05T22:45:00.000Z,-808.31,944.93
2025-11-05T23:00:00.000Z,-837.08,804.39
2025-11-05T23:15:00.000Z,-961.66,848.42
2025-11-05T23:30:00.000Z,-1087.81,769.8
2025-11-05T23:45:00.000Z,-824.82,536.37
2025-11-06T00:00:00.000Z,-957.25,692.31
2025-11-06T00:15:00.000Z,-783.42,603.64
2025-11-06T00:30:00.000Z,-544.73,456.09
2025-11-06T00:45:00.000Z,-630.99,438.38
2025-11-06T01:00:00.000Z,-436.98,453.5
2025-11-06T01:15:00.000Z,-485.94,508.12
2025-11-06T01:30:00.000Z,-573.24,548.89
2025-11-06T01:45:00.000Z,-545.9,605.18
2025-11-06T02:00:00.000Z,-878.89,908.76
2025-11-06T02:15:00.000Z,-1058.81,1058.77
2025-11-06T02:30:00.000Z,-1166.21,1178.56
2025-11-06T02:45:00.000Z,-1159.68,1121.99
2025-11-06T03:00:00.000Z,-1019.13,783.01
2025-11-06T03:15:00.000Z,-1053.55,771.69
2025-11-06T03:30:00.000Z,-977.28,867.77
2025-11-06T03:45:00.000Z,-1008.15,879.45
2025-11-06T04:00:00.000Z,-817.81,596.39
2025-11-06T04:15:00.000Z,-951.29,660.92
2025-11-06T04:30:00.000Z,-1151.07,614.76
2025-11-06T04:45:00.000Z,-1221.57,443.32
2025-11-06T05:00:00.000Z,-905.17,237.99
2025-11-06T05:15:00.000Z,-984.55,0.34
2025-11-06T05:30:00.000Z,-995.99,-5.31
2025-11-06T05:45:00.000Z,-962.8,-94.87
2025-11-06T06:00:00.000Z,-1023.27,-162.47
2025-11-06T06:15:00.000Z,-884.68,-250.32
2025-11-06T06:30:00.000Z,-859.58,-327.68
2025-11-06T06:45:00.000Z,-829.96,-348.11
2025-11-06T07:00:00.000Z,-1116.87,-223.93
2025-11-06T07:15:00.000Z,-1033.6,-310.88
